Straßenname;Hinweis_zum_Straßennamen;Planquadrat_von;Planquadrat_bis;Lage_im_Straßennetz_von_Straße;Lage_im_Straßennetz_bis_Straße;Stadtteilname;Postleitzahl;Straßenschluessel-Nr.;ungerade_Haus-Nr._von;ungerade_Haus-Nr._bis;gerade_Haus-Nr._von;gerade_Haus-Nr._bis;Stadtteil-Nr.
Theo-Champion-Straße;;4278;;Hansaallee;Greifweg;Oberkassel;40549;3450;;;;;41
Theodor-Andresen-Straße;;4380;;Helmut-Stieff-Straße;Erwin-von-Witzleben-Straße;Golzheim;40474;2942;;;;;16
Theodor-Heuss-Brücke ;;4379;4480;Kaiserswerther Straße;Kaiser-Friedrich-Ring;Golzheim;40474;2943;;unbebaut;;;16
Theodor-Heuss-Brücke ;;4379;4480;Kaiserswerther Straße;Kaiser-Friedrich-Ring;Niederkassel;40547;2943;;unbebaut;;;44
Theodor-Körner-Straße;;4477;;Heinrich-Heine-Allee;Königsallee;Stadtmitte;40213;2944;;;;;13
Theodor-Litt-Straße;;5268;;Koblenzer Straße;Hugo-Wilderer-Weg;Urdenbach;40593;3175;3;999;2;998;96
Theodor-Litt-Straße;;5268;;Koblenzer Straße;Hugo-Wilderer-Weg;Garath;40593;3175;1;1;;;101
Theodor-Mommsen-Straße;;4380;;Tersteegenstraße;Meineckestraße;Golzheim;40474;2945;;;;;16
Theodor-Storm-Straße;;4381;;Gottfried-Keller-Straße;Danziger Straße;Stockum;40474;2946;;;;;51
Theodorstraße;;4882;4682;Lichtenbroicher Weg;Liliencronstraße;Unterrath;40472;2947;1;17;;;62
Theodorstraße;;4882;4682;Lichtenbroicher Weg;Liliencronstraße;Lichtenbroich;40472;2947;;;2;18;61
Theodorstraße;;4882;4682;Lichtenbroicher Weg;Liliencronstraße;Rath;40472;2947;19;999;20;998;63
Theodor-Straße;siehe Carl-T.-Str.;;;;;;;;;;;;
Thewissenweg;;4481;4381;Kalkumer Straße;Danziger Straße;Derendorf;40468;2948;;;2;998;15
Thewissenweg;;4481;4381;Kalkumer Straße;Danziger Straße;Unterrath;40468;2948;1;999;;;62
Thomas-Dehler-Straße;;5368;;Stettiner Straße;Fritz-Erler-Straße;Garath;40595;3292;;;;;101
Thomaskirche;siehe An der T.;;;;;;;;;;;;
Thomas-Mann-Straße;;4679;4780;Mörsenbroicher Weg;Heideweg;Mörsenbroich;40470;2949;;;;;64
Thomasstraße;;4476;;Mannesmannufer;Berger Allee;Carlstadt;40213;3661;;;;;12
Thomas-Straße;siehe Paul-T.-Str.;;;;;;;;;;;;
Thorner Straße;;5171;;westlich Hasselsstraße;Hasselsstraße;Hassels;40599;2951;;;;;98
Thuner Weg;;4976;;Siedlerweg;Schaffhausener Weg;Gerresheim;40625;3800;;;;;71
Thyssen-Straße;siehe August-T.-Str.;;;;;;;;;;;;
Tichauer Weg;;4976;4876;Posener Straße;nach Westen;Lierenfeld;40231;2952;;;;;81
Tiefenbroicher Weg;;4584;4683;Krahnenburgstraße;Flughafen;Lichtenbroich;40472;2953;;;;;61
Tiergartenstraße;;4678;4778;Faunastraße;Brahmsplatz;Düsseltal;40237;2954;1;9;2;8;23
Tiergartenstraße;;4678;4778;Faunastraße;Brahmsplatz;Düsseltal;40237;2954;11;999;10;998;23
Tilde-Klose-Weg;;4583;;Parsevalstraße;Kieshecker Weg;Unterrath;40468;3662;;;;;62
Tilsiter Straße;;4689;;Gablonzer Straße;Kalkweg;Angermund;40489;611;;;;;55
Tiroler Weg;;4873;4872;Werstener Dorfstraße;nach Süden;Wersten;40591;3512;;;;;91
Töllershof;siehe Am T.;;;;;;;;;;;;
Tönisheider Straße;;4773;;Nixenstraße;Sprockhöveler Straße;Wersten;40591;2955;;;;;91
Tönisstraße;;5072;5172;Hasselsstraße;Altenbrückstraße;Hassels;40599;2956;;;;;98
Tönnesaaper Weg;;4980;5080;Bauenhäuser Weg;Gut Roland;Rath;40629;2957;;;;;63
Töpferstraße;;5168;;Bockhackstraße;Cannstatter Straße;Urdenbach;40593;2958;;;;;96
Tonhallenstraße;;4577;;Schadowstraße;Oststraße;Stadtmitte;40211;2960;;;;;13
Tonhallen-Ufer;;4477;4478;Oberkasseler Brücke;Robert-Lehr-Ufer;Pempelfort;40479;3596;;;;;14
Toni-Kryn-Weg;;5078;;Gräulinger Straße;Pillebach;Gerresheim;40625;3814;;;;;71
Toni-Turek-Platz;;4482;;Kehler Straße;Kehler Straße;Unterrath;40468;3859;;;;;62
Torfbruchstraße;;5076;4978;Sulzbachstraße;Heyestraße;Gerresheim;40625;2961;1;111;2;150;71
Torfbruchstraße;;5076;4978;Sulzbachstraße;Heyestraße;Gerresheim;40625;2961;113;999;152;998;71
Torgauer Straße;;4875;;Weichselstraße;Richardstraße;Lierenfeld;40231;2962;1;11;2;8;81
Torgauer Straße;;4875;;Weichselstraße;Richardstraße;Eller;40231;2962;13;999;10;998;82
Toulouser Allee;;4579;4679;Am Wehrhahn;Heinrich-Ehrhardt- Str.;Pempelfort;40211;3884;1;15a;2;14;14
Toulouser Allee;;4579;4679;Am Wehrhahn;Heinrich-Ehrhardt- Str.;Derendorf;40476;3884;17;999;16;998;15
Tower Straße;;4483;;Terminal Ring;Terminal Ring;Unterrath;40474;3452;;;;;62
Trabalski-Straße;siehe Ursula-T.-Str.;;;;;;;;;;;;
Trebnitzer Straße;;4974;;Oelser Straße;Oelser Straße;Eller;40231;2963;;;;;82
Trillser Straße;;4773;;Nixenstraße;Sprockhöveler Straße;Wersten;40591;2964;;;;;91
Trinkausstraße;;4477;;Breite Straße;Königsallee;Stadtmitte;40213;2965;;;;;13
Trippelsberg;siehe Am T.;;;;;;;;;;;;
Trojanstraße;;4381;;Lönsstraße;Ganghoferstraße;Stockum;40474;2966;;;;;51
Trompeterstraße;;4681;;Ekkehardstraße;Scheffelstraße;Mörsenbroich;40470;2967;;;;;64
Trotzhofweg;;4880;4978;Bergische Landstraße;Rennbahnstraße;Ludenberg;40629;2968;;;;;73
Truchseßstraße;;4978;;Ikenstraße;Pfeifferstraße;Gerresheim;40625;2969;;;;;71
Tucholsky-Straße;siehe Kurt-T.-Str.;;;;;;;;;;;;
Tübinger Straße;;5168;5068;Urdenbacher Dorfstraße;Kammerrathsfeldstraße;Urdenbach;40593;2970;;;;;96
Tulpenweg;;4875;;An derSchützenwiese;Wilhelm-Heinrich-Weg;Lierenfeld;40231;2971;;;;;81
Turek-Platz;siehe Toni-Turek-Platz;;;;;;;;;;;;
Turnisch;siehe Am T.;;;;;;;;;;;;
Tußmannstraße;;5578;;Moltkestraße;Jülicher Straße;Pempelfort;40477;2972;;;;;14
Ubierstraße;;4474;;Ulenbergstraße;nach Norden;Bilk;40223;3295;;;;;36
Überanger;;4588;;Heiderweg;Zur Lindung;Angermund;40489;863;;;;;55
Uedesheimer Straße;;4374;4474;Fleher Straße;Räuscherweg;Bilk;40221;2974;;;;;36
Uelfeweg;;4877;4977;Brölweg;Blombachweg;Gerresheim;40625;2975;;;;;71
Uelzener Weg;;4581;;Soltauer Weg;Celler Weg;Unterrath;40468;2976;;;;;62
Uerdinger Straße;;4480;4379;Cecilienallee;Kennedydamm;Golzheim;40474;2977;;;;;16
Ufer;siehe Auf dem U.;;;;;;;;;;;;
Uferstraße;;4870;4970;Reisholzer Werftstraße;Am Trippelsberg;Holthausen;40589;2978;;;;;93
Uhlandstraße;;4677;4678;Grafenberger Allee;Schillerstraße;Düsseltal;40237;2979;;;;;23
Ulanenkaserne;siehe An der Ulanenkaserne;;;;;;;;;;;;
Uhlenweg;;4381;;Am Heidhügel;Am Roten Haus;Stockum;40468;2980;;;;;51
Ulanenstraße;;4480;;Johannstraße;Hugo-Viehoff-Str.;Derendorf;40468;2981;;;;;15
Ulenbergstraße;;4473;4574;Aachener Straße;Himmelgeister Straße;Bilk;40223;2982;13;99;2;100;36
Ulenbergstraße;;4473;4574;Aachener Straße;Himmelgeister Straße;Bilk;40225;2982;101;999;102;998;36
Ulenbergstraße;;4473;4574;Aachener Straße;Himmelgeister Straße;Flehe;40223;2982;1;11;;;38
Ulmenstraße;;4579;4481;Münsterstraße;An der Piwipp;Derendorf;40476;2983;1;55;2;68;15
Ulmenstraße;;4579;4481;Münsterstraße;An der Piwipp;Derendorf;40476;2983;57;125;70;130;15
Ulmenstraße;;4579;4481;Münsterstraße;An der Piwipp;Derendorf;40468;2983;127;999;132;998;15
Ulrike-Scheffler-Rother-Straße;;4579;;Rather Straße;Elfriede-Bial-Straße;Derendorf;40476;3429;;;;;15
Undinenstraße;;4773;;Nixenstraße;Hückeswagener Str.;Wersten;40591;2985;;;;;91
Ungelsheimer Weg;;4684;4584;Tiefenbroicher Weg;Großenbaumer Weg;Lichtenbroich;40472;3255;;;;;61
Unger-Straße;siehe Wilhelm-U.-Str.;;;;;;;;;;;;
Universitätsstraße;;4673;4672;Werstener Straße;Münchener Straße;Bilk;40225;3557;;;;;36
Unteracker;;4288;;In den Dellen;nach Nordosten;Wittlaer;40489;696;;;;;54
Unterbacher Straße;;4575;;Gatherweg;Kempgensweg;Lierenfeld;40231;2986;;;;;81
Unter den Eichen;;5978;6077;Heyestraße;Sonnbornstraße;Gerresheim;40625;2987;1;59;2;62;71
Unter den Eichen;;5978;6077;Heyestraße;Sonnbornstraße;Gerresheim;40625;2987;61;999;64;998;71
Unter den Erlen;;5488;;Zur Lindung;Waldlehne;Angermund;40489;588;;;;;55
Unterdorfstraße;;4386;;Einbrunger Straße;Kalkumer Schlossallee;Wittlaer;40489;697;;;2;2a;54
Unterdorfstraße;;4386;;Einbrunger Straße;Kalkumer Schlossallee;Kalkum;40489;697;1;999;4;998;56
Unterrather Straße;;4482;4582;Eisenbahn;Kalkumer Straße;Unterrath;40468;2989;;;;;62
Urdenbacher Acker;;5168;;Kammerrathsfeldstraße;Lüderitzstraße;Urdenbach;40593;2990;;;;;96
Urdenbacher Allee;;5068;5168;Heubesstraße;Urdenbacher Dorfstraße;Benrath;40593;2991;1;91;2;38;95
Urdenbacher Allee;;5068;5168;Heubesstraße;Urdenbacher Dorfstraße;Urdenbach;40593;2991;93;999;40;998;96
Urdenbacher Dorfstraße;;5068;;Urdenbacher Allee;Baumberger Weg;Urdenbach;40593;2992;;;;;96
Ursula-Trabalski-Straße;;4978;;Benderstraße;nach Osten;Gerresheim;40625;3729;;;;;71
Ursulinengasse;;4477;;Reuterkaserne;Ratinger Straße;Altstadt;40213;2993;;;;;11
Usedomstraße;;4582;;Unterrather Straße;nach Norden;Unterrath;40468;2994;;;;;62
Vaahsen-Weg;siehe Franz-V.-W.;;;;;;;;;;;;
Vagedes- Platz;siehe Adolf-v.-Vagedes-Pl.;;;;;;;;;;;;
Vagedesstraße;;4577;4578;Alt-Pempelfort;Duisburger Straße;Pempelfort;40479;2995;;;;;14
Van-der-Werff-Straße;;4676;;Kruppstraße;Josefstraße;Oberbilk;40227;2996;;;;;37
Van-Douven-Straße;;4575;4675;Apollinarisstraße;Höhenstraße;Oberbilk;40227;2997;;;;;37
Varnhagenstraße;;4574;;Fabriciusstraße;Moorenstraße;Bilk;40225;2998;;;;;36
Vautierstraße;;4779;4878;Graf-Recke-Straße;Grafenberger Allee;Düsseltal;40237;2999;1;55;2;56;23
Vautierstraße;;4779;4878;Graf-Recke-Straße;Grafenberger Allee;Düsseltal;40237;2999;57;63;58;70;23
Vautierstraße;;4779;4878;Graf-Recke-Straße;Grafenberger Allee;Grafenberg;40235;2999;65;999;72;998;72
VDI-Platz;;4482;;Peter-Müller-Straße;nach Osten;Unterrath;40468;3473;;;;;62
Veehstraße;;4874;4974;Zeppelinstraße;Richardstraße;Eller;40231;3000;;;;;82
Veenpark;;5075;;In den Kötten;im Bogen auf sich selbst zurückf.;Vennhausen;40627;3475;;;;;83
Vehlingshecke;siehe An der V.;;;;;;;;;;;;
Veilchental;siehe Zum V.;;;;;;;;;;;;
Veilchenweg;;4875;;nordwestlich Mohnweg;Mohnweg;Lierenfeld;40231;3001;;;;;81
Velberter Straße;;4676;;Kölner Straße;Heinz-Schmöle-Str.;Oberbilk;40227;3002;;;;;37
Venloer Straße;;4478;;Nordstraße;Fischerstraße;Pempelfort;40477;3003;;;;;14
Venn;siehe Am V.;;;;;;;;;;;;
Vennhausen;;5174;;Eichenwand;Flachskampstraße;Unterbach;40627;811;;;;;84
Vennhauser Allee;;5075;4974;Gumbertstraße;Glashüttenstraße;Eller;40229;3005;1;89;2;58;82
Vennhauser Allee;;5075;4974;Gumbertstraße;Glashüttenstraße;Eller;40229;3005;;;60;90;82
Vennhauser Allee;;5075;4974;Gumbertstraße;Glashüttenstraße;Vennhausen;40627;3005;91;93;;;83
Vennhauser Allee;;5075;4974;Gumbertstraße;Glashüttenstraße;Vennhausen;40627;3005;95;223;92;226;83
Vennhauser Allee;;5075;4974;Gumbertstraße;Glashüttenstraße;Vennhausen;40627;3005;225;999;228;998;83
Vennhauser Straße;;4777;;Behrenstraße;Eisenbahn;Flingern Süd;40235;3006;;;;;21
Vennstraße;;5173;5274;Gerresheimer Landstraße;Gerresheimer Landstraße;Unterbach;40627;812;;;;;84
Vereinsstraße;;5077;;Dreifaltigkeitsstraße;Hardenbergstraße;Gerresheim;40625;3007;;;;;71
Verloher Kirchweg;;4391;4389;Am Froschenteich;Stadtgrenze;Angermund;40489;698;;;;;55
Verschaffeltstraße;;5068;;Am Alten Rhein;Heiligenstraße;Urdenbach;40593;3008;;;;;96
Verweyenstraße;;4286;;Walburgisstraße;Alte Landstraße;Kaiserswerth;40489;3157;;;;;53
Victoriaplatz;;4478;;Joseph-Beuys-Ufer;nach Osten;Pempelfort;40477;3699;;;;;14
Viebig-Straße;siehe Clara-V.-Str.;;;;;;;;;;;;
Viehfahrtsweg;;4372;4274;Volmerswerther Straße;Batterieweg;Hamm;40221;3009;203;999;202;998;34
Viehfahrtsweg;;4372;4274;Volmerswerther Straße;Batterieweg;Volmerswerth;40221;3009;1;201;2;200;35
Viehgasser Weg;;4388;4387;Heinrich-Hotschneider-Weg;Kalkumer Weg;Wittlaer;40489;847;1;99;2;18;54
Viehgasser Weg;;4388;4387;Heinrich-Hotschneider-Weg;Kalkumer Weg;Angermund;40489;847;101;999;20;998;55
Viehoff-Straße;siehe Hugo-V.-Str.;;;;;;;;;;;;
Viehstraße;;4586;4386;Unterdorfstraße;Heiderweg;Kalkum;40489;699;;;;;56
Viernheimer Weg;;4874;4774;Dürkheimer Weg;Wormser Weg;Oberbilk;40229;3011;;;2;10;37
Viernheimer Weg;;4874;4774;Dürkheimer Weg;Wormser Weg;Eller;40229;3011;1;999;12;998;82
Viersener Straße;;4178;;Heerdter Lohweg;Brüsseler Straße;Heerdt;40549;3012;;;;;42
Vier Winden;siehe An den V. W.;;;;;;;;;;;;
Vikarieweg;;4287;;Bockumer Straße;nach Südwesten;Wittlaer;40489;700;;;;;54
Vilz-Weg;siehe Hans-V.-W.;;;;;;;;;;;;
Vinckestraße;;4779;;Mörsenbroicher Weg;Im Dämmergrund kreuz. über d. hinaus;Mörsenbroich;40470;3013;;;;;64
Vinzenzplatz;;4677;;Gerresheimer Straße;Ackerstraße;Stadtmitte;40211;3822;;;;;13
Virchowstraße;;4574;;Strümpellstraße;Bittweg;Bilk;40225;3014;;;;;36
Vlattenstraße;;4575;;Färberstraße;Feuerbachstraße;Bilk;40223;3015;;;;;36
Völklinger Straße;;4374;4376;Stromstraße;Südring;Unterbilk;40219;3016;1;19;2;20;32
Völklinger Straße;;4374;4376;Stromstraße;Südring;Hamm;40221;3016;21;999;;;34
Völklinger Straße;;4374;4376;Stromstraße;Südring;Bilk;40221;3016;;;22;998;36
Vogelsang;siehe Am V.;;;;;;;;;;;;
Vogelsanger Weg;;4581;4680;Münsterstraße;Nördlicher Zubringer;Mörsenbroich;40470;3017;1;111;2;108;64
Vogelsanger Weg;;4581;4680;Münsterstraße;Nördlicher Zubringer;Mörsenbroich;40470;3017;113;999;110;998;64
Vogelsanger Weg 156 Garten;;4581;4680;Vogelsanger Weg;;Mörsenbroich;40470;3378;;;;;64
Vogelsanger Weg 30 Garten;;4581;4680;Vogelsanger Weg;;Mörsenbroich;40470;3367;;;;;64
Vogelskothen;;5682;5582;Ratinger Landstraße;Stadtgrenze;Hubbelrath;40629;757;;;;;74
Vogesenstraße;;4877;;Burgunderstraße;Malmedyer Straße;Heerdt;40549;3018;;;;;42
Vohwinkelallee;;4974;;Krippstraße;Gumbertstraße;Eller;40229;3019;;;;;82
Volkardeyer Weg;;4683;;Lichtenbroicher Weg;Nördlicher Zubringer;Lichtenbroich;40472;3020;;;;;61
Volksgartenstraße;;4575;;Sonnenstraße;Kruppstraße;Oberbilk;40227;3021;;;;;37
Volmarweg;;4372;;Abteihofstraße;Volmerswerther;Volmerswerth;40221;3022;;;;;35
Volmerswerther Deich;;4173;4472;Sporth. Volmerswerth;Auf dem Rheindamm;Volmerswerth;40221;3023;;;;;35
Volmerswerther Straße;;4372;4375;Martinstraße;Volmerswerther Deich;Unterbilk;40221;3024;1;21a;2;6;32
Volmerswerther Straße;;4372;4375;Martinstraße;Volmerswerther Deich;Volmerswerth;40221;3024;373;999;356;998;35
Volmerswerther Straße;;4372;4375;Martinstraße;Volmerswerther Deich;Bilk;40221;3024;;;8;12;36
Volmerswerther Straße;;4372;4375;Martinstraße;Volmerswerther Deich;Bilk;40221;3024;23;187;14;158;36
Volmerswerther Straße;;4372;4375;Martinstraße;Volmerswerther Deich;Bilk;40221;3024;189;371;160;324;36
Volmerswerther Straße;;4372;4375;Martinstraße;Volmerswerther Deich;Flehe;40221;3024;;;326;354;38
Volmeweg;;4877;4878;Beverweg;Zweibrückenstraße;Gerresheim;40625;3025;;;;;71
Voltaweg;;4672;;Nernstweg;Mendelweg;Wersten;40591;3026;;;;;91
Vomfelde-Straße;siehe Fritz-V.-Str.;;;;;;;;;;;;
Von-Gahlen-Straße;;4978;5077;Benderstraße;Lakronstr. kreuz. über d. hinaus;Gerresheim;40625;3027;;;;;71
Von-Krüger-Straße;;4974;;Schlossallee;Vennhauser Allee;Eller;40229;3028;;;;;82
Vossen Links;;4377;;Düsseldorfer Straße;Rheinallee;Oberkassel;40545;3029;;;;;41
Vulkanstraße;;4576;;Ellerstraße;Industriestraße;Oberbilk;40227;3030;;;;;37
Waagenstraße;;4874;;Sturmstraße;Mannheimer Weg;Eller;40229;3031;;;;;82
Wacholderstraße;;4588;;Im Heidkamp;Im Heidkamp;Angermund;40489;628;;;;;55
Wacholderweg;;4381;4382;Sandweg;Eichenbruch;Stockum;40468;3032;;;;;51
Wackerzapf;siehe Am W.;;;;;;;;;;;;
Wäschlacker Weg;;4875;;Reisholzer Straße;Frankensteiner Straße;Lierenfeld;40231;3034;;;;;81
Wagenrast;siehe Am W.;;;;;;;;;;;;
Wagner-Platz;siehe Karl-W.-Pl.;;;;;;;;;;;;
Wagnerstraße;;4577;;Schadowstraße;Liesegangstraße;Stadtmitte;40212;3035;;;;;13
Wahlerstraße;;4781;4782;Am Gatherhof;Theodorstraße;Rath;40472;3036;;;;;63
Walbecker Straße;;4279;;Lotharstraße;nach Nordosten;Niederkassel;40547;3177;;;;;44
Walbert;siehe Am W.;;;;;;;;;;;;
Walbröhl-Weg;siehe Heinrich-Walbröhl-Weg;;;;;;;;;;;;
Walburgisstraße;;4285;4286;Alte Landstraße;Kalkumer Schlossallee;Kaiserswerth;40489;3037;;;;;53
Waldecker Platz;;4873;;Nassauer Weg;Friedberger Weg;Eller;40229;3038;;;;;82
Waldenburger Weg;;5075;4975;Sandträgerweg;Ohlauer Weg;Vennhausen;40627;3039;;;;;83
Waldlehne;;4588;;Zur Lindung;nach Nordosten;Angermund;40489;629;;;;;55
Waldnieler Straße;;3978;;Gustorfer Straße;Aldekerkstraße;Heerdt;40549;3040;;;;;42
Waldshuter Straße;;5073;;Freiburger Straße;nach Nordwesten;Eller;40229;3234;;;;;82
Waldstraße;;4881;;Oberrather Straße;Rüdigerstraße;Rath;40472;3041;;;;;63
Walkürenstraße;;4277;;Rheinallee;Düsseldorfer Straße;Oberkassel;40545;3736;;;;;41
Wallgraben;siehe Am W.;;;;;;;;;;;;
Wallstraße;;4477;;Berger Straße;Kasernenstraße;Altstadt;40213;3042;1;               29a;2;998;11
Wallstraße;;4477;;Berger Straße;Kasernenstraße;Carlstadt;40213;3042; 29b;999;;;12
Walsroder Weg;;4581;4582;Am Röttchen;nach Südwesten;Unterrath;40468;3548;;;;;62
Walter-Eucken-Straße;;4878;4778;Grafenberger Allee;Metro-Straße;Flingern Nord;40235;3868;;;;;22
Walter-Kyllmann-Straße;;5168;5268;Josef-Maria-Olbrich-Straße;Hermann-vom-Endt-Straße;Garath;40595;3043;;;;;101
Walther-Hensel-Straße;;4179;;Niederkasseler Lohweg;nach Norden;Lörick;40547;3583;;;;;43
Walther-Rathenau-Straße;;4871;4870;Bonner Straße;Geeststraße;Holthausen;40589;3044;;;;;93
Walzwerkstraße;;5071;;Henkelstraße;nach Nordosten;Reisholz;40599;3045;;;;;94
Wambachweg;;4977;;Auf den Kuhbenden;Wiebachweg;Gerresheim;40625;3046;;;;;71
Wandershofer Weg;;4980;4879;Bismarckweg;Rennbahnstraße;Ludenberg;40629;3047;;;;;73
Wangeroogestraße;;4482;;Kleinschmitthauser Weg;Helgolandstraße;Unterrath;40468;3048;;;;;62
Wanheimer Straße;;4583;4683;Kieshecker Weg;Volkardeyer Weg;Lichtenbroich;40472;3558;1;999;2;66;61
Wanheimer Straße;;4583;4683;Kieshecker Weg;Volkardeyer Weg;Lichtenbroich;40468;3558;;;68;998;61
Warendorfer Straße;;4581;;An der Piwipp;Bielefelder Straße;Unterrath;40468;3049;;;;;62
Warschauer Straße;;4676;;Kölner Straße;Kölner Straße;Oberbilk;40227;3738;;;;;37
Wasserstraße;;4476;;Kavalleriestraße;Reichsstraße;Unterbilk;40213;3050;;;;;32
Wasserturm;siehe Am W.;;;;;;;;;;;;
Wasserwerksweg;;4189;4290;Bockumer Straße;nach Norden;Wittlaer;40489;701;;;;;54
Wattenscheider Straße;;4681;;Rather Kreuzweg;Eickeler Straße;Rath;40472;3051;;;;;63
Weberstraße;;4475;;Bilker Allee;Färberstraße;Friedrichstadt;40215;3052;;;;;31
Weezer Straße;;4279;;Lotharstraße;nach Nordosten;Niederkassel;40547;3053;;;;;44
Wegberger Straße;;4279;;Lotharstraße;Lütticher Straße;Niederkassel;40547;3204;;;;;44
Weg nach den Hingbenden;;4284;4285;Alte Landstraße;Kittelbach;Kaiserswerth;40489;3054;;;;;53
Wehrhahn;siehe Am W.;;;;;;;;;;;;
Weichselstraße;;4875;;Posener Straße;Wäschlacker Weg kreuz. über d. hinaus;Lierenfeld;40231;3055;;;;;81
Weidenweg;;4380;4381;Stockumer Kirchstraße;nach Süden;Stockum;40474;3237;;;;;51
Weiherstraße;;4375;;Lorettostraße;Konkordiastraße;Unterbilk;40219;3056;;;;;32
Weilburger Weg;;4873;4874;Braunfelsweg;Harffstraße;Eller;40229;3057;;;;;82
Weill-Straße;siehe Hermann-W.-Str.;;;;;;;;;;;;
Weimarer Weg;;5076;;Gothaer Weg;nach Norden;Gerresheim;40627;3058;;;;;71
Weinheimer Straße;;4874;;Klein Eller;Eisenbahn;Eller;40229;3059;;;;;82
Weißdornstraße;;4281;;Stockumer Kirchstraße;Beckbuschstraße;Stockum;40474;3060;;;;;51
Weißenburgstraße;;4579;;Collenbachstraße;Rather Straße;Derendorf;40476;3061;;;;;15
Weißen Stein;siehe Am W. St.;;;;;;;;;;;;
Weitmarer Platz;;4681;;Eickeler Straße;Ratherbroicher Grenzgraben;Rath;40472;3062;;;;;63
Weitmarer Straße;;4681;;Weitmarer Platz;Osterfelder Straße;Rath;40472;3063;;;;;63
Weizenmühlenstraße;;4275;4276;Fringsstraße;nach Nordosten;Hafen;40221;3064;;;;;33
Wellem-Passage;siehe Jan-W.-P.;;;;;;;;;;;;
Wellem-Platz;siehe Jan-W.-Pl.;;;;;;;;;;;;
Wendersstraße;;4882;;Pahlshof;nach Osten und Norden;Rath;40472;3065;;;;;63
Wenkerstraße;;4779;;Mörsenbroicher Weg;nach Süden;Mörsenbroich;40470;3066;;;;;64
Werdener Straße;;4776;4676;Kölner Straße;Erkrather Straße;Flingern Süd;40227;3067;85;999;;;21
Werdener Straße;;4776;4676;Kölner Straße;Erkrather Straße;Oberbilk;40227;3067;1;83;2;998;37
Werftstraße;;4077;;Alt-Heerdt;Heesenstraße;Heerdt;40549;3004;;;;;42
Werner-Pfingst-Platz;;4377;;Drakestraße;Luegallee;Oberkassel;40545;3461;;;;;41
Wernigeroder Straße;;5466;5366;Dresdener Straße;Clausthal-Zellerfelder  Str.;Hellerhof;40595;3613;;;;;102
Werstener Dorfstraße;;4873;4773;Kölner Landstraße;Südlicher Zubringer;Wersten;40591;3068;1;163;2;170;91
Werstener Feld;;4772;4873;Kölner Landstraße;Am Straußenkreuz;Eller;40591;3069;131;999;132;998;82
Werstener Feld;;4772;4873;Kölner Landstraße;Am Straußenkreuz;Wersten;40591;3069;1;129;2;130;91
Werstener Friedhofstraße;;4872;;Werstener Feld;Halbuschstraße;Wersten;40591;3070;1;199;2;998;91
Werstener Friedhofstraße;;4872;;Werstener Feld;Halbuschstraße;Holthausen;40591;3070;201;999;;;93
Werstener Straße;;4674;4773;Christophstraße;Kölner Landstraße;Bilk;40225;3071;1;113;;;36
Werstener Straße;;4674;4773;Christophstraße;Kölner Landstraße;Wersten;40225;3071;115;999;2;998;91
Werth;siehe Am Oberen W.;;;;;;;;;;;;
Wertheimer Straße;;5071;;Eichelstraße;nach Norden;Reisholz;40599;3694;;;;;94
Weseler Straße;;4678;;Düsselkämpchen;Brehmplatz;Düsseltal;40239;3072;;;;;23
Wesermünder Straße;;4176;4276;Hamburger Straße;Am Fallhammer;Hafen;40221;3073;;;;;33
Westfalenstraße;;4781;4881;Rather Kreuzweg;Eisenbahn;Rath;40472;3074;;;;;63
Weststraße;;5170;5070;Börchemstraße;Hospitalstraße;Benrath;40597;3075;;;;;95
Wetterstraße;;4677;;Lindenstraße;Gerresheimer Straße;Flingern Süd;40233;3076;15;999;20;998;21
Wetterstraße;;4677;;Lindenstraße;Gerresheimer Straße;Flingern Nord;40233;3076;1;13;2;18;22
Wettinerstraße;;4278;;Lanker Straße;Schorlemerstraße;Oberkassel;40547;3077;;;2;998;41
Wettinerstraße;;4278;;Lanker Straße;Schorlemerstraße;Niederkassel;40547;3077;1;999;;;44
Wettsche;siehe Auf'm W.;;;;;;;;;;;;
Wetzelgasse;;4177;4178;Hymgasse;Baldurstraße;Heerdt;40549;3243;;;;;42
Wetzlarer Weg;;4874;;Grüner Weg;Sturmstraße;Eller;40229;3078;;;;;82
Wevelinghover Straße;;4179;;Grevenbroicher Weg;Wickrather Straße;Lörick;40547;3220;;;;;43
Weyersberg;siehe Am W.;;;;;;;;;;;;
Weyer-Straße;siehe Johann-W.-Str.;;;;;;;;;;;;
Weyhe-Allee;siehe Maximilian-W.-A.;;;;;;;;;;;;
Weyhepassage;;477;;50m ostw.Ratinger Tor;Ratinger Tor;Stadtmitte;40213;3079;;;;;13
Wickenweg;;4875;;An der Schützenwiese;Kornblumenweg;Lierenfeld;40231;3080;;;;;81
Wicke-Weg;siehe Lotte-W.-W.;;;;;;;;;;;;
Wickrather Straße;;4179;;Grevenbroicher Weg;Grevenbroicher Weg;Lörick;40547;3081;;;;;43
Wiebachweg;;4977;4877;Beverweg;Dreherstraße;Gerresheim;40625;3082;;;;;71
Wiedenhof;siehe Am W.;;;;;;;;;;;;
Wiedenhofenstraße;;5366;;Dietrich-Bonhoeffer-Straße;nach Norden;Hellerhof;40595;3793;;;;;102
Wiedfeld;;4870;4769;Am Trippelsberg;Itterdamm;Holthausen;40589;3083;1;999;;;93
